"taxon","n_samples_present","n_dates_present","first_date","last_date","window_days","t_stat","q_value","t_stat_quad","q_value_quad","shape","beta_std","beta_std_quad","date_significant"
"Phloeonomus laesicollis",14,5,2024-05-15,2024-07-10,56,2.58557103246443,0.01275,-0.755148403218367,0.568474137931034,"linear increase (late-season)",0.240275027536931,-0.070176026283623,TRUE
"Corticeus parallelus",5,3,2024-05-15,2024-06-26,42,-0.575705308640735,0.756566929133858,-1.74867163704381,0.226173913043478,"no significant date pattern",-0.067776600733026,-0.205869550988641,FALSE
"Camponotus pennsylvanicus",14,5,2024-05-15,2024-07-10,56,1.41543930397335,0.211449438202247,-1.11332512637922,0.419516129032258,"no significant date pattern",0.150326785699977,-0.1182419091307,FALSE
"Euwallacea validus",8,2,2024-05-15,2024-05-29,14,-1.60675242606714,0.164333333333333,-1.90009194212164,0.147333333333333,"no significant date pattern",-0.18287253223532,-0.216261112377061,FALSE
"Agriotes oblongicollis",6,2,2024-05-15,2024-05-29,14,-0.738414471434747,0.634054054054054,-2.37652514581981,0.088578947368421,"hump (peaks mid-season)",-0.086430555756816,-0.278172262028258,TRUE
"Melanotus hyslopi",36,5,2024-05-15,2024-07-10,56,7.53606158396982,0.00478125,0.545930495230669,0.721285714285714,"linear increase (late-season)",0.668221909901655,0.0484080879411357,TRUE
"Xylobiops basilaris",9,4,2024-05-15,2024-06-26,42,1.04086661119917,0.454455445544554,-1.64824994540873,0.223615384615385,"no significant date pattern",0.127659873973873,-0.202156032668107,FALSE
"Stenolophus ochropezus",5,3,2024-05-15,2024-06-26,42,0.690586236940979,0.665684210526316,-1.11660091143573,0.431621052631579,"no significant date pattern",0.0828748794112085,-0.134000762840385,FALSE
"Dryocoetes affaber",5,3,2024-05-15,2024-06-12,28,-0.539662636884137,0.730451612903226,-2.16033895669022,0.051,"hump (peaks mid-season)",-0.0585627798292405,-0.234436663345641,TRUE
"Cerylon castaneum",11,4,2024-05-15,2024-06-26,42,0.77243986898435,0.612,-2.87594348886403,0.0218571428571429,"hump (peaks mid-season)",0.0808749921083701,-0.301116268504009,TRUE
"Hesperus apicialis",24,5,2024-05-15,2024-07-10,56,3.58646911767366,0.00784615384615385,-1.2645527956307,0.394670454545455,"linear increase (late-season)",0.38820051484755,-0.136876937456676,TRUE
"Cyrtophorus verrucosus",5,3,2024-05-15,2024-06-12,28,-0.0692614676401251,0.960276315789474,-1.93328806194067,0.14382,"no significant date pattern",-0.00844372804456325,-0.235691227577182,FALSE
"Cyclorhipidion bodoanum",8,4,2024-05-15,2024-07-10,56,1.65149383218738,0.144947368421053,0.169432132238461,0.926383561643836,"no significant date pattern",0.175805369340543,0.018036624220361,FALSE
"Laneganus sulcicollis",5,4,2024-05-15,2024-06-26,42,0.197208661199273,0.922340425531915,-1.6770619614792,0.226173913043478,"no significant date pattern",0.0238748816372324,-0.203033944923834,FALSE
"Ampedus areolatus",7,4,2024-05-15,2024-07-10,56,1.2807385214365,0.315765957446809,-0.71830900570774,0.600428571428572,"no significant date pattern",0.139374746255234,-0.0781698414202144,FALSE
"Caddisfly",7,5,2024-05-15,2024-07-10,56,0.965138758995679,0.51,-1.17641056534253,0.455909090909091,"no significant date pattern",0.117406392445392,-0.1431084260216,FALSE
"Neoclytus acuminatus",28,5,2024-05-15,2024-07-10,56,5.13053185416219,0.00478125,-1.11631548206794,0.394670454545455,"linear increase (late-season)",0.525060122270841,-0.11424518282436,TRUE
"Rhagium inquisitor",6,3,2024-05-15,2024-06-26,42,-0.907317594437372,0.57196261682243,-1.09193906342884,0.459,"no significant date pattern",-0.107188556922467,-0.129000619618508,FALSE
"Syzeton subfasciatus",9,5,2024-05-15,2024-07-10,56,0.58775607724141,0.667396551724138,-1.67307836496507,0.226173913043478,"no significant date pattern",0.0703637828076851,-0.20029616606533,FALSE
"Ampedus semicinctus",10,4,2024-05-15,2024-06-26,42,0.0997240187920234,0.957283783783784,-2.69545406253255,0.0493548387096774,"hump (peaks mid-season)",0.0118663420646974,-0.320740150209769,TRUE
"Namunaria guttulata",9,4,2024-05-15,2024-07-10,56,0.650745339718041,0.660743362831858,-0.350253275358818,0.804709923664122,"no significant date pattern",0.0749700812478234,-0.0403518473692333,FALSE
"Phloeotribus liminaris",5,3,2024-05-15,2024-06-26,42,-0.611206363912244,0.730451612903226,-1.25179989498385,0.400550561797753,"no significant date pattern",-0.0714863583134586,-0.146411273763539,FALSE
"Melanotus americanus",5,2,2024-05-15,2024-05-29,14,-1.23134222485225,0.350164948453608,-1.57617458841863,0.240428571428571,"no significant date pattern",-0.145115690513578,-0.185756587323525,FALSE
"Lobiopa undulata",7,4,2024-05-15,2024-07-10,56,2.20297690136962,0.03825,0.984570176067651,0.477,"linear increase (late-season)",0.23943673018992,0.107011834162637,TRUE
"Cyrtepistomus castaneus",8,5,2024-05-15,2024-07-10,56,1.52814682779877,0.2295,-0.243664058295592,0.903586956521739,"no significant date pattern",0.180277223028376,-0.0287456114284381,FALSE
"Asemum striatum",16,3,2024-05-29,2024-06-26,28,0.658175724340924,0.667396551724138,-4.55237390504998,0.0139090909090909,"hump (peaks mid-season)",0.0642058726444596,-0.444094219442525,TRUE
"Cerylon unicolor",11,4,2024-05-29,2024-07-10,42,2.02176629622863,0.0718636363636364,-0.726815000053833,0.589769230769231,"linear increase (late-season)",0.246093483059134,-0.0884702683219194,TRUE
"Philothermus glabriculus",5,2,2024-05-29,2024-06-26,28,-0.18451078914005,0.922340425531915,-2.00098244366673,0.14382,"no significant date pattern",-0.0219652325154297,-0.238210893914283,FALSE
"Cis creberrimus",10,3,2024-05-29,2024-06-26,28,0.652526438109524,0.676285714285714,-2.60027095947907,0.051,"hump (peaks mid-season)",0.0762009390295033,-0.303658273522419,TRUE
"Orthoperus scutellaris",20,4,2024-05-29,2024-07-10,42,1.95582927248492,0.112625,-3.48848130291741,0.02448,"hump (peaks mid-season)",0.186853595444006,-0.333281508901698,TRUE
"Lacon discoideus",10,4,2024-05-29,2024-07-10,42,0.69662856984937,0.658446428571429,-2.5201313821585,0.0408,"hump (peaks mid-season)",0.0807077464402231,-0.291972147263496,TRUE
"Melandrya striata",10,2,2024-05-29,2024-06-12,14,0.440045534875798,0.789340909090909,-3.26896995121249,0.0139090909090909,"hump (peaks mid-season)",0.0514727943845446,-0.382380166606824,TRUE
"Phalacridae gen. sp.",8,3,2024-05-29,2024-07-10,42,0.259954939909351,0.908093525179856,-1.7321111154129,0.223615384615385,"no significant date pattern",0.0310052630369127,-0.206593853349802,FALSE
"Phyllophaga longispina",5,2,2024-05-29,2024-06-12,14,-0.191528594436294,0.928699300699301,-2.42744175105761,0.108219512195122,"no significant date pattern",-0.0224204221532078,-0.284160222086974,FALSE
"Canifa pallipes",10,4,2024-05-29,2024-07-10,42,3.7036282746463,0.00478125,1.89927427573528,0.160779661016949,"linear increase (late-season)",0.399348855966414,0.204793911881554,TRUE
"Coproporus sp.",7,2,2024-05-29,2024-06-12,14,-0.139883672476424,0.9381875,-2.97981696738768,0.02448,"hump (peaks mid-season)",-0.0162037489039261,-0.345177413215558,TRUE
"Aulonothroscus sp.",12,4,2024-05-29,2024-07-10,42,2.17207501679569,0.0444193548387097,-0.81308543321331,0.544459459459459,"linear increase (late-season)",0.252070142590904,-0.0943598125101748,TRUE
"Menecles insertus",9,4,2024-05-29,2024-07-10,42,2.82526344739008,0.00784615384615385,0.915159882153027,0.484738317757009,"linear increase (late-season)",0.319951633144883,0.103639821504963,TRUE
"Bombus sp.",6,3,2024-05-29,2024-07-10,42,1.39268479362844,0.258923076923077,-0.511851044721003,0.721285714285714,"no significant date pattern",0.160883422992435,-0.0591297932210793,FALSE
"Xyelid sawfly",5,2,2024-05-29,2024-06-12,14,-0.253516080690491,0.908093525179856,-2.59217245968476,0.0283333333333333,"hump (peaks mid-season)",-0.029463025639962,-0.301258996978274,TRUE
"Mioptachys flavicauda",11,4,2024-05-29,2024-07-10,42,2.36112624743472,0.0718636363636364,-2.15192783148051,0.1292,"linear increase (late-season)",0.257183890507509,-0.234399433199208,TRUE
"Tetropium schwarzianum",12,4,2024-05-29,2024-07-10,42,2.74201694520367,0.0230943396226415,-1.79413074792249,0.223615384615385,"linear increase (late-season)",0.257922063881331,-0.168762811655684,TRUE
"Dryocoetes autographus",14,4,2024-05-29,2024-07-10,42,2.49164868895591,0.0109285714285714,-1.90675269979401,0.1292,"linear increase (late-season)",0.237694826394888,-0.181899536462348,TRUE
"Spider Wasp",8,4,2024-05-29,2024-07-10,42,3.09888443293572,0.00784615384615385,1.42316001068178,0.319060975609756,"linear increase (late-season)",0.338871553687552,0.155628011206486,TRUE
"Monarthrum fasciatum",6,3,2024-05-29,2024-06-26,28,0.272190249498413,0.908093525179856,-2.18348879873755,0.108219512195122,"no significant date pattern",0.0328256827757001,-0.263327656969562,FALSE
"Gambrinus confusus",6,4,2024-05-29,2024-07-10,42,1.21742900514196,0.350164948453608,-1.0810969092955,0.436917525773196,"no significant date pattern",0.146094256361217,-0.129735379151471,FALSE
"Melanotus castanipes",13,4,2024-05-29,2024-07-10,42,1.80714808124113,0.153,-2.38333773616389,0.088578947368421,"hump (peaks mid-season)",0.201126907358372,-0.265256677886713,TRUE
"Paromalus teres",17,4,2024-05-29,2024-07-10,42,5.17222771497838,0.00478125,1.21602654942692,0.4131,"linear increase (late-season)",0.458306215006617,0.107752031928046,TRUE
"Catogenus rufus",6,3,2024-05-29,2024-06-26,28,0.065810742078555,0.960276315789474,-2.18605275627911,0.120976744186047,"no significant date pattern",0.00746917329649045,-0.248107954710799,FALSE
"Pselaphinae gen. sp.",7,4,2024-05-29,2024-07-10,42,2.76028596874468,0.00784615384615385,0.805996154701583,0.568474137931034,"linear increase (late-season)",0.308052229307151,0.0899513219279218,TRUE
"Ampedus melanotoides",16,4,2024-05-29,2024-07-10,42,5.23083787105397,0.00478125,1.97939411319864,0.14382,"linear increase (late-season)",0.52103807215489,0.197167248253818,TRUE
"Melanotus similis",6,4,2024-05-29,2024-07-10,42,2.26402368710525,0.059765625,0.856448947985138,0.544459459459459,"linear increase (late-season)",0.255875598418884,0.0967951700973445,TRUE
"Ptilinus ruficornis",5,3,2024-05-29,2024-06-26,28,0.684393620035287,0.670846153846154,-1.85624280606374,0.153,"no significant date pattern",0.078679608416003,-0.213400446129684,FALSE
"Hadrobregmus notatus",8,3,2024-05-29,2024-06-26,28,0.512578115021044,0.756566929133858,-2.89933450816654,0.0218571428571429,"hump (peaks mid-season)",0.0612734252443196,-0.34658896046924,TRUE
"Xylosandrus crassiusculus",8,4,2024-05-29,2024-07-10,42,1.52087803082943,0.164333333333333,-1.92463847373548,0.136369565217391,"no significant date pattern",0.145570896803115,-0.184218667313474,FALSE
"Pycnotomina cavicolle",5,4,2024-05-29,2024-07-10,42,1.92291312189312,0.134391891891892,-0.32684036323375,0.8415,"no significant date pattern",0.220628822076613,-0.0375009759114825,FALSE
"Trixagus chevrolati",6,4,2024-05-29,2024-07-10,42,1.26993247231707,0.347873684210526,-0.921820636656133,0.550526785714286,"no significant date pattern",0.147553049201574,-0.107107106946525,FALSE
"Miridae gen. sp.",6,3,2024-05-29,2024-07-10,42,2.31606178898292,0.0461428571428571,0.272383238393595,0.903375,"linear increase (late-season)",0.271276074020681,0.0319040657064867,TRUE
"Cockroach",7,3,2024-06-12,2024-07-10,28,2.3902356740042,0.0426393442622951,-0.156640341178484,0.940897959183674,"linear increase (late-season)",0.279226329766987,-0.0182988402778121,TRUE
"Malthodes sp.",6,2,2024-06-12,2024-06-26,14,1.73963019464982,0.176678571428571,-1.52522937358237,0.276194805194805,"no significant date pattern",0.199989992689075,-0.175343951723217,FALSE
"Isorhipis obliqua",20,3,2024-06-12,2024-07-10,28,7.32144344941346,0.00478125,2.54546314495774,0.0655714285714286,"dip (troughs mid-season)",0.599966110918312,0.208593669033593,TRUE
"Dichelonyx canadensis",5,3,2024-06-12,2024-07-10,28,1.50543537581785,0.196965517241379,-0.790333682365813,0.552947368421053,"no significant date pattern",0.185271070376002,-0.0972658276240272,FALSE
"Cymindis limbata",11,3,2024-06-12,2024-07-10,28,4.36533200719791,0.00478125,1.46360409253447,0.319060975609756,"linear increase (late-season)",0.425940324811712,0.142810255197894,TRUE
"Himatium errans",9,3,2024-06-12,2024-07-10,28,3.13164847360635,0.0156122448979592,0.252930662345626,0.903586956521739,"linear increase (late-season)",0.345352808125043,0.0278930347768794,TRUE
"Thoracophorus costalis",5,3,2024-06-12,2024-07-10,28,2.09688264412959,0.102728571428571,-0.311812694948202,0.860910447761194,"no significant date pattern",0.247984998269726,-0.0368764731799232,FALSE
"Crypturgus alutaceus",5,2,2024-06-12,2024-06-26,14,1.38147754424627,0.201681818181818,-1.38038629768755,0.256378378378378,"no significant date pattern",0.165675230123129,-0.165546001028266,FALSE
"Xylotrechus colonus",5,2,2024-06-12,2024-06-26,14,1.66744123268213,0.176678571428571,-0.999047303074758,0.480857142857143,"no significant date pattern",0.196357973466558,-0.117649032078834,FALSE
"Quedius cruentus",5,2,2024-06-12,2024-07-10,28,1.80096821295589,0.153,0.120141184283855,0.926383561643836,"no significant date pattern",0.218292493888055,0.0145622661954752,FALSE
"Mycetochara fraterna",14,3,2024-06-12,2024-07-10,28,4.5941164792759,0.00478125,1.15332566582932,0.428074468085106,"linear increase (late-season)",0.482286065249614,0.121076252595427,TRUE
"Synchita fuliginosa",6,3,2024-06-12,2024-07-10,28,2.312558808187,0.0295263157894737,0.340938237820768,0.860481203007519,"linear increase (late-season)",0.260622013318332,0.0384236240133584,TRUE
"Microrhagus sp.",6,3,2024-06-12,2024-07-10,28,2.74800244755593,0.0230943396226415,1.1931799636791,0.419516129032258,"linear increase (late-season)",0.326011253961195,0.14155516848012,TRUE
"Capnochroa fuliginosa",8,3,2024-06-12,2024-07-10,28,3.29618838272816,0.00478125,1.44800689115474,0.256378378378378,"linear increase (late-season)",0.34493396238498,0.151530083899049,TRUE
"Nipponoserica peregrina",5,3,2024-06-12,2024-07-10,28,1.85672089662383,0.1428,-0.249793301884655,0.911395683453237,"no significant date pattern",0.217567711827165,-0.0292706866033388,FALSE
"Stenoscelis brevis",22,2,2024-06-26,2024-07-10,14,9.88149760081188,0.00478125,3.80313561568837,0.019125,"dip (troughs mid-season)",0.741094328292144,0.285231072040427,TRUE
"Isomira sp.",13,2,2024-06-26,2024-07-10,14,5.74194807779558,0.00478125,3.76476037098168,0.019125,"dip (troughs mid-season)",0.519075162209665,0.340339712544929,TRUE
"Madoniella dislocata",12,2,2024-06-26,2024-07-10,14,4.43008141838246,0.00478125,1.56788109375027,0.256378378378378,"linear increase (late-season)",0.473723042242072,0.167660295367594,TRUE
"Dryophthorus americanus",14,2,2024-06-26,2024-07-10,14,6.76988635897009,0.00478125,3.42895563504206,0.0218571428571429,"dip (troughs mid-season)",0.588138078481521,0.297895599516424,TRUE
"Athous brightwelli",8,2,2024-06-26,2024-07-10,14,3.16849172158176,0.0109285714285714,0.657332592638737,0.665487804878049,"linear increase (late-season)",0.365125597035654,0.0757493955884614,TRUE
"Androchirus erythropus",6,2,2024-06-26,2024-07-10,14,3.25029377964492,0.00478125,1.91375671518184,0.147,"linear increase (late-season)",0.367504584990077,0.21638700437895,TRUE
